Category Id,HSN/SAC ,Category,CGST,SGST,IGST
3010,8457,"Machining † † † † centres, † † † † unit † † † †    construction machines (single station) and multi-station
      transfer machines, for working metal",9%,9%,18%
3011,8458,Lathes † † (including † † turning † †    centres) † † for removing metal,9%,9%,18%
3012,8459,"Machine-tools † † (including † † way-type † †    unit head † † † machines) † † † for † † †    drilling, † † † boring, milling,    threading or tapping by removing metal, other than lathes (including    turning
      centres) of heading 8458",9%,9%,18%
3013,8460,"Machine-tools † for †    deburring, † sharpening,    grinding, † † honing, † † lapping, † †    polishing † † or otherwise † finishing †    metal, † or † cermets †    by means † † of † † grinding † †    stones, † † abrasives † † or polishing products, other than gear    cutting,
      gear † grinding † or †    gear † finishing † machines of heading 8461",9%,9%,18%
3014,8461,"Machine-tools † † † † for † † † †    planing, † † † † shaping,    slotting, † † broaching, † † gear † †    cutting, † † gear
      grinding or gear finishing, sawing, cutting-off † and †    other † machine-tools † working †    by
      removing † metal or cermets, not † elsewhere specified or included",9%,9%,18%
3015,8462,"Machine-Tools † (Including †    Presses) † For Working Metal by    Forging, Hammering or Die † † Forging † † (Excluding † † Rolling † †    Mills); Machine-Tools (Including Presses, Slitting Lines † † † and † † †    Cut-To-Length † † † Lines) † † † For Working † † Metal † †    by † † Bending, † † † Folding, Straightening, † † † † † † Flattening, † † † † † † Shearing, Punching, † † † † † † Notching † † † † † † or † † † † † † Nibbling (Excluding † † Draw-Benches); † † Presses † †    for Working † Metal † or †    Metal † Carbides, † Not
      Specified Above",9%,9%,18%
3016,8463,"Other    machine-tools for working metal, or
      cermets, without removing material",9%,9%,18%
3017,8464,"Machine-tools † † † † † for † † † † †    working † † † † † stone,    ceramics, † † concrete, † † asbestos-cement † † or like †    mineral materials or for cold working
      glass",9%,9%,18%
3018,8465,"Machine-tools † † (including † † machines † †    for nailing, † † stapling, † † glueing † †    or † † otherwise assembling) for    working wood, cork, bone,
      hard † rubber, † hard †    plastics † or † similar †    hard materials",9%,9%,18%
3019,8466,"Parts † † and † †    accessories † † suitable † † for † †    use solely or principally with the †    machines of headings † 8456 † to †    8465 † including † work or tool † † holders, † † † † † † † † self-opening † † dieheads, dividing † † † † † heads † † † † and † † † †    other † † † † special attachments    for the machines; tool holders for † any † type †    of † tool, † for †    working † in † the
      hand",9%,9%,18%
3020,8467,"Tools    for working in the hand, pneumatic,
      hydraulic or with self-contained electric or non-electric motor",9%,9%,18%
3021,8468,"Machinery † and † †    apparatus † † for † † soldering, brazing or welding, whether or    not capable of † cutting, † other †    than † those † of †    heading 8512.5; † †    gas-operated † † surface † † tempering
      machines and appliances",9%,9%,18%
3022,8470,"Calculating    machines and pocket-size data
      recording, † † † reproducing † † † and † † †    displaying machines † † † †    with † † † calculating † † † † functions; accounting † † † machines, † † † postage-franking machines, † † † ticket-issuing † † † machines † † † and
      similar † † † † † machines, † † † † † incorporating † † † † † a calculating device; cash registers",9%,9%,18%
3023,8471,"Automatic † data †    processing † machines † and units †    thereof; † magnetic † or optical readers, machines † for †    transcribing † data † onto †    data media † in † coded †    form † and † machines †    for processing † † † such † † † data, † † †    not † † † elsewhere
      specified or included",9%,9%,18%
3024,8472,"Other † † office † †    machines † † (for † † example, hectograph † † † † † or † † † † † †    stencil † † † † † duplicating    machines, addressing † machines,    automatic banknote † † † † † dispensers, † † † † † coin † † † † † sorting machines, † † † coin † †    counting † † † or † † wrapping machines, † † pencil † †    sharpening † † machines,    perforating † or † stapling †    machines) † [other than † Braille †    typewriters, † electric † or †    non-
      electric]",9%,9%,18%
3025,8473,"Parts † and †    accessories † (other † than †    covers, carrying cases and the like) suitable for use solely † † or † †    principally † † with † † machines † †    of
      headings 8470 to 8472",9%,9%,18%
3026,8474,"Machinery † † † † † for † † † † †    sorting, † † † † † screening,    separating, † † washing, † † crushing, † †    grinding, mixing † or † kneading †    earth, † stone, † ores †    or other † † † † mineral † † † † substances, † † † † in † † † †    solid (including † † † † powder † † † † or † † † †    paste) † † † † form; machinery † for †    agglomerating, † shaping † or moulding † † solid † †    mineral † † fuels, † † ceramic paste, † † † unhardened † † † cements, † † † plastering materials † † or † †    other † † mineral † † products † †    in
      powder † † or † † paste † †    form; † † machines † † for forming foundry moulds of sand",9%,9%,18%
3027,8475,"Machines † † † for † † †    assembling † † † electric † † † or electronic † † † lamps, † † †    tubes † † † or † † † valves † † †    or flashbulbs, † in † glass †    envelopes; † machines for    manufacturing or hot working glass or
      glassware",9%,9%,18%
3028,8476,"Automatic † † goods-vending † † machines † †    (for
      example, † postage † stamps, †    cigarette, † food or † beverage †    machines), † including † money changing machines",9%,9%,18%
